wavelength,u,g,r,i,z,Y
734,0.00000,0.00007,0.00033,0.53420,0.00003,0.00027
735,0.00000,0.00006,0.00031,0.53279,0.00004,0.00027
736,0.00000,0.00006,0.00029,0.52988,0.00004,0.00027
737,0.00000,0.00006,0.00029,0.53243,0.00004,0.00027
738,0.00000,0.00006,0.00029,0.53650,0.00004,0.00027
739,0.00000,0.00006,0.00034,0.53837,0.00005,0.00027
740,0.00001,0.00006,0.00039,0.54449,0.00005,0.00026
741,0.00001,0.00006,0.00047,0.54652,0.00002,0.00025
742,0.00001,0.00007,0.00026,0.54856,0.00000,0.00024
743,0.00001,0.00007,0.00026,0.55021,0.00010,0.00022
744,0.00000,0.00007,0.00025,0.55110,0.00020,0.00021
745,0.00000,0.00007,0.00026,0.55152,0.00019,0.00020
746,0.00000,0.00007,0.00026,0.55117,0.00019,0.00019
747,0.00000,0.00008,0.00026,0.55079,0.00012,0.00017
748,0.00000,0.00008,0.00025,0.55117,0.00005,0.00016
749,0.00000,0.00008,0.00036,0.54956,0.00006,0.00015
750,0.00000,0.00009,0.00030,0.55204,0.00007,0.00013
751,0.00000,0.00009,0.00036,0.55295,0.00006,0.00012
752,0.00001,0.00010,0.00036,0.55310,0.00004,0.00011
753,0.00001,0.00011,0.00036,0.55329,0.00005,0.00010
754,0.00001,0.00011,0.00036,0.55425,0.00006,0.00008
755,0.00001,0.00012,0.00035,0.55354,0.00006,0.00007
756,0.00001,0.00013,0.00035,0.55283,0.00005,0.00006
757,0.00001,0.00013,0.00035,0.55163,0.00003,0.00004
758,0.00001,0.00014,0.00035,0.54967,0.00000,0.00003
759,0.00001,0.00014,0.00032,0.50813,0.00013,0.00002
760,0.00000,0.00007,0.00015,0.22760,0.00011,0.00001
761,0.00000,0.00006,0.00013,0.20224,0.00006,0.00001
762,0.00000,0.00012,0.00023,0.36122,0.00003,0.00001
763,0.00000,0.00010,0.00020,0.31158,0.00006,0.00001
764,0.00000,0.00012,0.00021,0.33663,0.00009,0.00001
765,0.00001,0.00014,0.00025,0.39419,0.00008,0.00001
766,0.00001,0.00018,0.00030,0.46423,0.00006,0.00001
767,0.00001,0.00020,0.00033,0.50028,0.00005,0.00001
768,0.00001,0.00022,0.00034,0.52359,0.00004,0.00001
769,0.00001,0.00024,0.00035,0.53739,0.00008,0.00001
770,0.00001,0.00025,0.00035,0.54703,0.00013,0.00001
771,0.00001,0.00027,0.00035,0.55104,0.00026,0.00001
772,0.00001,0.00028,0.00035,0.55203,0.00039,0.00001
773,0.00001,0.00030,0.00036,0.55371,0.00037,0.00001
774,0.00001,0.00031,0.00036,0.55464,0.00034,0.00001
775,0.00001,0.00033,0.00036,0.55667,0.00024,0.00001
776,0.00001,0.00034,0.00037,0.55793,0.00015,0.00001
777,0.00001,0.00035,0.00037,0.55897,0.00021,0.00001
778,0.00001,0.00037,0.00038,0.56000,0.00026,0.00001
779,0.00001,0.00038,0.00038,0.55949,0.00011,0.00001
780,0.00001,0.00040,0.00038,0.55898,0.00021,0.00001
781,0.00001,0.00042,0.00038,0.55964,0.00011,0.00001
782,0.00001,0.00045,0.00038,0.55955,0.00000,0.00001
783,0.00001,0.00047,0.00038,0.55919,0.00000,0.00001
784,0.00001,0.00050,0.00038,0.55884,0.00000,0.00001
785,0.00001,0.00052,0.00038,0.55819,0.00001,0.00001
786,0.00001,0.00055,0.00038,0.55754,0.00001,0.00001
787,0.00001,0.00057,0.00038,0.55577,0.00023,0.00001
788,0.00001,0.00059,0.00038,0.55400,0.00044,0.00001
789,0.00001,0.00061,0.00038,0.54919,0.00031,0.00001
790,0.00001,0.00064,0.00038,0.54668,0.00019,0.00001
791,0.00001,0.00068,0.00038,0.54643,0.00017,0.00001
792,0.00002,0.00071,0.00038,0.54523,0.00015,0.00001
793,0.00002,0.00075,0.00037,0.54367,0.00014,0.00002
794,0.00002,0.00079,0.00037,0.54359,0.00014,0.00002
795,0.00002,0.00083,0.00037,0.53970,0.00011,0.00002
796,0.00002,0.00086,0.00036,0.53214,0.00009,0.00002
797,0.00002,0.00089,0.00036,0.53289,0.00012,0.00002
798,0.00002,0.00094,0.00038,0.53584,0.00015,0.00002
799,0.00002,0.00097,0.00039,0.53698,0.00049,0.00002
800,0.00002,0.00097,0.00038,0.53664,0.00027,0.00003
801,0.00002,0.00097,0.00038,0.53771,0.00058,0.00003
802,0.00002,0.00097,0.00037,0.53879,0.00089,0.00003
803,0.00002,0.00097,0.00037,0.54128,0.00096,0.00004
804,0.00002,0.00097,0.00036,0.54603,0.00103,0.00004
805,0.00002,0.00097,0.00036,0.54520,0.00009,0.00004
806,0.00002,0.00098,0.00036,0.54846,0.00003,0.00004
807,0.00002,0.00099,0.00037,0.56254,0.00110,0.00004
808,0.00002,0.00099,0.00037,0.55078,0.00215,0.00004
809,0.00002,0.00099,0.00037,0.54615,0.00196,0.00004
810,0.00002,0.00099,0.00037,0.54234,0.00176,0.00005
811,0.00002,0.00099,0.00038,0.53812,0.00394,0.00005
812,0.00002,0.00099,0.00038,0.53708,0.00110,0.00005
813,0.00002,0.00099,0.00038,0.52716,0.00051,0.00005
814,0.00002,0.00099,0.00038,0.53044,0.00126,0.00005
815,0.00002,0.00098,0.00038,0.52817,0.00064,0.00005
816,0.00002,0.00097,0.00037,0.51892,0.00070,0.00004
817,0.00002,0.00098,0.00038,0.52193,0.00255,0.00005
818,0.00002,0.00098,0.00038,0.52258,0.00233,0.00005
819,0.00002,0.00099,0.00039,0.52182,0.00211,0.00005
820,0.00002,0.00100,0.00040,0.52843,0.00182,0.00004
821,0.00002,0.00100,0.00041,0.53650,0.00154,0.00004
822,0.00002,0.00098,0.00040,0.52609,0.00161,0.00004
823,0.00002,0.00094,0.00039,0.50479,0.00165,0.00003
824,0.00002,0.00095,0.00041,0.51870,0.00254,0.00003
825,0.00002,0.00096,0.00042,0.52670,0.00345,0.00003
826,0.00002,0.00095,0.00042,0.52721,0.00429,0.00003
827,0.00002,0.00093,0.00042,0.52771,0.00513,0.00002
828,0.00002,0.00091,0.00042,0.52316,0.00324,0.00002
829,0.00002,0.00090,0.00043,0.52818,0.00865,0.00002
830,0.00002,0.00090,0.00043,0.53471,0.00297,0.00001
831,0.00002,0.00089,0.00044,0.53992,0.00628,0.00001
832,0.00002,0.00087,0.00044,0.54708,0.01370,0.00001
833,0.00002,0.00086,0.00044,0.55579,0.02118,0.00001
834,0.00002,0.00085,0.00044,0.54913,0.00545,0.00001
835,0.00002,0.00084,0.00044,0.55017,0.00808,0.00001
836,0.00002,0.00082,0.00044,0.54446,0.01148,0.00001
837,0.00002,0.00081,0.00044,0.53950,0.01490,0.00001
838,0.00002,0.00079,0.00045,0.54519,0.00892,0.00001
839,0.00002,0.00078,0.00045,0.54641,0.01277,0.00001
840,0.00002,0.00076,0.00045,0.54532,0.01917,0.00001
841,0.00002,0.00075,0.00044,0.54750,0.01921,0.00002
842,0.00003,0.00074,0.00044,0.54425,0.02189,0.00002
843,0.00003,0.00074,0.00045,0.55423,0.03835,0.00002
844,0.00003,0.00074,0.00046,0.55030,0.04119,0.00003
845,0.00003,0.00074,0.00047,0.56301,0.09310,0.00003
846,0.00003,0.00073,0.00048,0.55350,0.08916,0.00004
847,0.00004,0.00073,0.00048,0.57298,0.18452,0.00004
848,0.00004,0.00072,0.00049,0.28538,0.18072,0.00005
849,0.00004,0.00072,0.00050,0.55304,0.32249,0.00005
850,0.00004,0.00071,0.00051,0.56697,0.31836,0.00006
851,0.00005,0.00071,0.00050,0.55553,0.45016,0.00006
852,0.00005,0.00071,0.00050,0.56032,0.44725,0.00005
853,0.00006,0.00071,0.00051,0.49049,0.51399,0.00005
854,0.00006,0.00071,0.00051,0.47954,0.51523,0.00004
855,0.00006,0.00071,0.00051,0.33257,0.54188,0.00004
856,0.00007,0.00071,0.00052,0.31565,0.53868,0.00003
857,0.00007,0.00071,0.00052,0.16510,0.54054,0.00003
858,0.00008,0.00071,0.00053,0.16244,0.53823,0.00002
859,0.00008,0.00071,0.00053,0.06654,0.53664,0.00002
860,0.00009,0.00071,0.00054,0.06245,0.54157,0.00001
861,0.00009,0.00071,0.00054,0.02343,0.53759,0.00001
862,0.00010,0.00070,0.00054,0.02357,0.54322,0.00002
863,0.00010,0.00070,0.00055,0.00865,0.54812,0.00004
864,0.00011,0.00069,0.00055,0.00899,0.55013,0.00006
865,0.00011,0.00068,0.00056,0.00377,0.55215,0.00007
866,0.00012,0.00068,0.00057,0.00348,0.54998,0.00009
867,0.00013,0.00067,0.00057,0.00156,0.55687,0.00011
868,0.00013,0.00067,0.00058,0.00143,0.55502,0.00013
869,0.00014,0.00066,0.00058,0.00130,0.55316,0.00014
870,0.00014,0.00066,0.00059,0.00276,0.55403,0.00016
871,0.00015,0.00065,0.00060,0.00092,0.55564,0.00017
872,0.00015,0.00065,0.00061,0.00092,0.55634,0.00019
873,0.00016,0.00065,0.00061,0.00093,0.55705,0.00020
874,0.00016,0.00064,0.00062,0.00061,0.55524,0.00022
875,0.00017,0.00064,0.00063,0.00044,0.55344,0.00024
876,0.00018,0.00064,0.00064,0.00048,0.55501,0.00025
877,0.00018,0.00063,0.00065,0.00052,0.55657,0.00027
878,0.00019,0.00063,0.00066,0.00038,0.55799,0.00028
879,0.00019,0.00063,0.00067,0.00024,0.56016,0.00030
880,0.00020,0.00062,0.00066,0.00059,0.56091,0.00031
881,0.00022,0.00062,0.00065,0.00064,0.56167,0.00033
882,0.00023,0.00062,0.00064,0.00061,0.56199,0.00035
883,0.00024,0.00061,0.00064,0.00057,0.56232,0.00037
884,0.00025,0.00061,0.00063,0.00053,0.56243,0.00038
885,0.00027,0.00060,0.00062,0.00032,0.56178,0.00040
886,0.00028,0.00060,0.00061,0.00039,0.56176,0.00042
887,0.00029,0.00060,0.00060,0.00047,0.56327,0.00044
888,0.00030,0.00059,0.00060,0.00052,0.56439,0.00046
889,0.00030,0.00060,0.00059,0.00049,0.56521,0.00047
890,0.00030,0.00060,0.00059,0.00047,0.56307,0.00047
891,0.00029,0.00060,0.00059,0.00032,0.56093,0.00048
892,0.00029,0.00060,0.00058,0.00032,0.55883,0.00049
893,0.00028,0.00060,0.00057,0.00032,0.55369,0.00049
894,0.00028,0.00060,0.00057,0.00033,0.55083,0.00049
895,0.00027,0.00059,0.00055,0.00039,0.53436,0.00049
896,0.00026,0.00059,0.00054,0.00045,0.53175,0.00049
897,0.00025,0.00058,0.00053,0.00045,0.52310,0.00049
898,0.00025,0.00058,0.00052,0.00044,0.51974,0.00050
899,0.00024,0.00057,0.00051,0.00056,0.50833,0.00049
900,0.00024,0.00057,0.00051,0.00068,0.51134,0.00050
901,0.00024,0.00057,0.00050,0.00046,0.50552,0.00051
902,0.00024,0.00057,0.00048,0.00046,0.50986,0.00056
903,0.00025,0.00060,0.00050,0.00049,0.53168,0.00063
904,0.00026,0.00062,0.00052,0.00050,0.54416,0.00070
905,0.00026,0.00062,0.00052,0.00050,0.53921,0.00075
906,0.00026,0.00061,0.00052,0.00050,0.53698,0.00079
907,0.00026,0.00060,0.00051,0.00049,0.52312,0.00082
908,0.00026,0.00059,0.00051,0.00049,0.51629,0.00085
909,0.00026,0.00059,0.00052,0.00049,0.50678,0.00090
910,0.00026,0.00060,0.00052,0.00049,0.51222,0.00102
911,0.00027,0.00060,0.00053,0.00050,0.51562,0.00101
912,0.00027,0.00060,0.00054,0.00050,0.51417,0.00119
913,0.00026,0.00058,0.00053,0.00049,0.49889,0.00133
914,0.00026,0.00059,0.00054,0.00049,0.50725,0.00112
915,0.00026,0.00059,0.00056,0.00050,0.51190,0.00090
916,0.00027,0.00059,0.00056,0.00050,0.51300,0.00107
917,0.00027,0.00059,0.00057,0.00050,0.51638,0.00124
918,0.00027,0.00060,0.00058,0.00050,0.51954,0.00149
919,0.00027,0.00061,0.00060,0.00051,0.53104,0.00177
920,0.00028,0.00061,0.00062,0.00052,0.53950,0.00189
921,0.00028,0.00060,0.00062,0.00051,0.53659,0.00195
922,0.00028,0.00060,0.00062,0.00051,0.53570,0.00224
923,0.00028,0.00059,0.00061,0.00051,0.53254,0.00252
924,0.00027,0.00058,0.00059,0.00050,0.52401,0.00255
925,0.00027,0.00057,0.00059,0.00050,0.52150,0.00261
926,0.00027,0.00056,0.00058,0.00050,0.51788,0.00279
927,0.00027,0.00055,0.00057,0.00049,0.50763,0.00293
928,0.00027,0.00054,0.00055,0.00048,0.49472,0.00310
929,0.00025,0.00051,0.00053,0.00047,0.47685,0.00324
930,0.00024,0.00049,0.00050,0.00046,0.45444,0.00335
931,0.00023,0.00046,0.00048,0.00044,0.43012,0.00333
932,0.00021,0.00042,0.00046,0.00042,0.39789,0.00344
933,0.00019,0.00039,0.00044,0.00040,0.37175,0.00356
934,0.00017,0.00036,0.00042,0.00037,0.34324,0.00372
935,0.00017,0.00035,0.00042,0.00038,0.33745,0.00409
936,0.00017,0.00036,0.00044,0.00039,0.34371,0.00476
937,0.00017,0.00035,0.00044,0.00039,0.33682,0.00525
938,0.00018,0.00038,0.00048,0.00043,0.36013,0.00944
939,0.00021,0.00044,0.00058,0.00051,0.41810,0.00929
940,0.00021,0.00045,0.00056,0.00052,0.42076,0.01103
941,0.00020,0.00045,0.00054,0.00050,0.40767,0.01236
942,0.00019,0.00043,0.00051,0.00047,0.38561,0.01536
943,0.00017,0.00039,0.00046,0.00043,0.34999,0.01734
944,0.00017,0.00039,0.00045,0.00042,0.34712,0.02477
945,0.00017,0.00040,0.00046,0.00043,0.35877,0.03344
946,0.00017,0.00040,0.00046,0.00042,0.36065,0.03330
947,0.00017,0.00041,0.00046,0.00043,0.37013,0.06935
948,0.00018,0.00042,0.00047,0.00043,0.37624,0.07089
949,0.00017,0.00042,0.00046,0.00042,0.37539,0.13766
950,0.00017,0.00042,0.00045,0.00042,0.37887,0.14899
951,0.00018,0.00044,0.00046,0.00043,0.39206,0.22220
952,0.00017,0.00043,0.00043,0.00042,0.37890,0.26819
953,0.00018,0.00044,0.00044,0.00044,0.38937,0.33029
954,0.00018,0.00045,0.00046,0.00045,0.40001,0.36356
955,0.00018,0.00044,0.00045,0.00045,0.39142,0.37944
956,0.00018,0.00044,0.00045,0.00045,0.38994,0.38361
957,0.00019,0.00048,0.00049,0.00049,0.41610,0.41531
958,0.00019,0.00048,0.00049,0.00050,0.41790,0.41730
959,0.00019,0.00048,0.00049,0.00050,0.41328,0.41288
960,0.00019,0.00048,0.00050,0.00051,0.41207,0.40587
961,0.00019,0.00047,0.00049,0.00051,0.40768,0.40753
962,0.00019,0.00047,0.00049,0.00051,0.40874,0.40840
963,0.00020,0.00049,0.00051,0.00053,0.42122,0.42067
964,0.00020,0.00049,0.00051,0.00053,0.42052,0.41972
965,0.00020,0.00048,0.00050,0.00053,0.41666,0.41561
966,0.00020,0.00048,0.00050,0.00054,0.41941,0.41618
967,0.00020,0.00049,0.00051,0.00055,0.42794,0.42413
968,0.00021,0.00051,0.00053,0.00057,0.44209,0.43760
969,0.00021,0.00051,0.00054,0.00058,0.44739,0.44231
970,0.00021,0.00051,0.00054,0.00058,0.44704,0.44141
971,0.00021,0.00051,0.00053,0.00058,0.44607,0.43990
972,0.00021,0.00050,0.00053,0.00058,0.44323,0.43655
973,0.00021,0.00050,0.00052,0.00057,0.43791,0.43076
974,0.00021,0.00049,0.00051,0.00056,0.43137,0.42379
975,0.00020,0.00048,0.00051,0.00056,0.42733,0.41928
976,0.00021,0.00048,0.00041,0.00057,0.43028,0.42300
977,0.00021,0.00049,0.00031,0.00057,0.42734,0.41610
978,0.00021,0.00049,0.00021,0.00057,0.42217,0.41249
979,0.00021,0.00049,0.00010,0.00058,0.41938,0.41121
980,0.00021,0.00049,0.00000,0.00059,0.42755,0.41448
981,0.00021,0.00049,0.00017,0.00058,0.42161,0.41454
982,0.00021,0.00048,0.00034,0.00057,0.41523,0.40885
983,0.00021,0.00048,0.00051,0.00056,0.41286,0.40709
984,0.00021,0.00048,0.00051,0.00055,0.41211,0.40643
985,0.00021,0.00047,0.00051,0.00054,0.40962,0.40406
986,0.00022,0.00047,0.00051,0.00054,0.40693,0.40309
987,0.00022,0.00047,0.00050,0.00053,0.40199,0.39992
988,0.00022,0.00046,0.00050,0.00052,0.39782,0.39117
989,0.00022,0.00046,0.00049,0.00051,0.39310,0.38946
990,0.00022,0.00045,0.00049,0.00050,0.39219,0.38625
991,0.00021,0.00045,0.00048,0.00049,0.38750,0.38061
992,0.00021,0.00044,0.00048,0.00049,0.38065,0.37537
993,0.00021,0.00043,0.00047,0.00049,0.37328,0.36961
994,0.00021,0.00043,0.00047,0.00049,0.35660,0.36596
995,0.00021,0.00042,0.00046,0.00048,0.33988,0.36229
996,0.00020,0.00041,0.00046,0.00048,0.30378,0.35647
997,0.00020,0.00041,0.00045,0.00048,0.26768,0.35065
998,0.00020,0.00040,0.00045,0.00047,0.22050,0.34471
999,0.00020,0.00039,0.00044,0.00047,0.17368,0.33923
1000,0.00019,0.00039,0.00043,0.00046,0.18450,0.33297
1001,0.00019,0.00038,0.00042,0.00045,0.09094,0.32628
1002,0.00019,0.00037,0.00041,0.00043,0.06517,0.31937
1003,0.00019,0.00037,0.00041,0.00042,0.03981,0.31420
1004,0.00018,0.00036,0.00040,0.00041,0.02803,0.30791
1005,0.00018,0.00035,0.00039,0.00040,0.01621,0.30161
1006,0.00018,0.00035,0.00038,0.00039,0.01095,0.29538
1007,0.00018,0.00034,0.00038,0.00038,0.00570,0.28914
1008,0.00017,0.00033,0.00037,0.00037,0.00483,0.27709
1009,0.00017,0.00033,0.00036,0.00036,0.00396,0.27331
1010,0.00017,0.00032,0.00035,0.00035,0.00673,0.27238
1011,0.00017,0.00032,0.00034,0.00035,0.00180,0.26145
1012,0.00016,0.00031,0.00033,0.00035,0.00155,0.25548
1013,0.00016,0.00030,0.00033,0.00034,0.00130,0.24949
1014,0.00016,0.00030,0.00032,0.00034,0.00113,0.24300
1015,0.00015,0.00029,0.00032,0.00033,0.00096,0.23683
1016,0.00015,0.00028,0.00032,0.00033,0.00074,0.23037
1017,0.00015,0.00028,0.00031,0.00033,0.00052,0.22392
1018,0.00014,0.00027,0.00031,0.00032,0.00076,0.21715
1019,0.00014,0.00026,0.00030,0.00032,0.00100,0.21009
1020,0.00014,0.00026,0.00030,0.00031,0.00066,0.20362
1021,0.00013,0.00025,0.00027,0.00031,0.00064,0.19741
1022,0.00013,0.00024,0.00027,0.00030,0.00078,0.19065
1023,0.00012,0.00024,0.00026,0.00029,0.00091,0.18392
1024,0.00012,0.00023,0.00026,0.00029,0.00076,0.17709
1025,0.00012,0.00022,0.00026,0.00028,0.00062,0.17098
1026,0.00011,0.00021,0.00026,0.00027,0.00144,0.16531
1027,0.00011,0.00021,0.00026,0.00027,0.00226,0.15941
1028,0.00010,0.00020,0.00026,0.00026,0.00134,0.15414
1029,0.00010,0.00019,0.00025,0.00026,0.00041,0.14907
1030,0.00010,0.00019,0.00023,0.00025,0.00040,0.14292
1031,0.00009,0.00018,0.00021,0.00024,0.00039,0.13695
1032,0.00009,0.00017,0.00020,0.00023,0.00039,0.13104
1033,0.00009,0.00017,0.00019,0.00022,0.00038,0.12514
1034,0.00008,0.00016,0.00018,0.00021,0.00037,0.11845
1035,0.00008,0.00015,0.00017,0.00021,0.00036,0.11176
1036,0.00008,0.00014,0.00016,0.00020,0.00035,0.10478
1037,0.00007,0.00014,0.00015,0.00019,0.00034,0.09781
1038,0.00007,0.00013,0.00014,0.00018,0.00033,0.09443
1039,0.00007,0.00012,0.00013,0.00017,0.00032,0.09105
1040,0.00006,0.00012,0.00014,0.00017,0.00031,0.08775
1041,0.00006,0.00012,0.00014,0.00016,0.00030,0.08444
1042,0.00006,0.00011,0.00013,0.00015,0.00028,0.08211
1043,0.00006,0.00011,0.00013,0.00015,0.00027,0.07978
1044,0.00006,0.00011,0.00012,0.00014,0.00026,0.07729
1045,0.00006,0.00010,0.00012,0.00013,0.00025,0.07470
1046,0.00006,0.00010,0.00011,0.00013,0.00024,0.07237
1047,0.00005,0.00010,0.00011,0.00012,0.00023,0.07004
1048,0.00005,0.00009,0.00011,0.00011,0.00021,0.06782
1049,0.00005,0.00009,0.00010,0.00011,0.00020,0.06569
1050,0.00005,0.00009,0.00010,0.00010,0.00020,0.06331
1051,0.00005,0.00009,0.00010,0.00010,0.00019,0.06084
1052,0.00005,0.00008,0.00010,0.00010,0.00019,0.05644
1053,0.00005,0.00008,0.00009,0.00010,0.00018,0.05408
1054,0.00005,0.00008,0.00009,0.00010,0.00018,0.05155
1055,0.00005,0.00008,0.00009,0.00010,0.00017,0.04910
1056,0.00005,0.00008,0.00009,0.00010,0.00017,0.04659
1057,0.00005,0.00008,0.00009,0.00009,0.00016,0.04414
1058,0.00005,0.00008,0.00008,0.00009,0.00016,0.04159
1059,0.00004,0.00008,0.00008,0.00009,0.00015,0.03915
1060,0.00004,0.00008,0.00008,0.00009,0.00015,0.03675
1061,0.00004,0.00007,0.00008,0.00009,0.00014,0.03426
1062,0.00004,0.00007,0.00008,0.00009,0.00014,0.03178
1063,0.00004,0.00007,0.00008,0.00008,0.00013,0.02934
1064,0.00004,0.00007,0.00007,0.00008,0.00013,0.02687
1065,0.00004,0.00007,0.00007,0.00008,0.00012,0.02440
1066,0.00004,0.00007,0.00007,0.00008,0.00012,0.02197
1067,0.00004,0.00007,0.00007,0.00008,0.00011,0.01954
1068,0.00004,0.00007,0.00007,0.00008,0.00011,0.01707
1069,0.00004,0.00006,0.00006,0.00007,0.00010,0.01464
1070,0.00004,0.00006,0.00006,0.00007,0.00010,0.01224
1071,0.00004,0.00006,0.00006,0.00007,0.00009,0.00980
1072,0.00004,0.00006,0.00006,0.00007,0.00009,0.00737
1073,0.00004,0.00006,0.00006,0.00007,0.00008,0.00436
1074,0.00003,0.00006,0.00006,0.00007,0.00007,0.00114
1075,0.00003,0.00006,0.00006,0.00006,0.00006,0.00017
1076,0.00003,0.00006,0.00006,0.00006,0.00005,0.00093
1077,0.00003,0.00006,0.00005,0.00006,0.00004,0.00015
1078,0.00003,0.00005,0.00005,0.00006,0.00003,0.00011
1079,0.00003,0.00005,0.00005,0.00005,0.00002,0.00008
1080,0.00003,0.00005,0.00005,0.00005,0.00001,0.00024
1081,0.00003,0.00005,0.00005,0.00005,0.00000,0.00022
1082,0.00003,0.00005,0.00005,0.00004,0.00000,0.00044
1083,0.00003,0.00005,0.00005,0.00004,0.00000,0.00066
1084,0.00003,0.00005,0.00005,0.00003,0.00001,0.00003
1085,0.00003,0.00005,0.00005,0.00003,0.00001,0.00000
1086,0.00003,0.00005,0.00005,0.00003,0.00001,0.00029
1087,0.00003,0.00005,0.00005,0.00002,0.00001,0.00009
1088,0.00003,0.00005,0.00005,0.00002,0.00002,0.00005
1089,0.00003,0.00004,0.00004,0.00001,0.00002,0.00001
1090,0.00003,0.00004,0.00004,0.00001,0.00002,0.00029
1091,0.00003,0.00004,0.00004,0.00001,0.00002,0.00073
1092,0.00003,0.00004,0.00004,0.00001,0.00002,0.00104
1093,0.00003,0.00004,0.00004,0.00001,0.00003,0.00134
1094,0.00003,0.00004,0.00004,0.00001,0.00003,0.00071
1095,0.00003,0.00004,0.00004,0.00001,0.00003,0.00009
1096,0.00003,0.00004,0.00004,0.00001,0.00003,0.00011
1097,0.00003,0.00004,0.00004,0.00002,0.00003,0.00002
1098,0.00002,0.00000,0.00003,0.00000,0.00000,0.00004
1099,0.00000,0.00000,0.00000,0.00000,0.00000,0.00007
1100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000

