  531.9658813    0.9010535    0.5179105    0.5179105    0.7581176    1.1424842
  534.0264893    1.0994548    0.6214368    0.6214368    0.9473557    1.3817327
  536.0008545    1.3680654    0.7907956    0.7907956    1.1978824    1.7021350
  538.0186768    1.6152487    0.9619249    0.9619249    1.4365077    1.9861238
  540.0705566    1.9931822    1.2173398    1.2173398    1.7720079    2.4458804
  542.1600952    2.5533686    1.6578546    1.6578546    2.2807488    3.0953791
  544.0283813    3.2866533    2.2423468    2.2423468    2.9355447    3.9461517
  546.0546265    4.1817889    2.9957912    2.9957912    3.7463772    4.9557643
  548.0046997    5.1746902    3.9300070    3.9300070    4.6797466    6.0145698
  550.0791016    6.5708666    5.3329682    5.3329682    6.0235977    7.4602299
  552.0858765    8.1802769    7.1038070    7.1038070    7.6137981    9.0504313
  554.0244141   10.1623030    9.3127108    9.3127108    9.5391626   11.0154839
  556.0393066   12.8204222   12.1445923   12.1445923   12.1724281   13.6292324
  557.9686890   16.4384136   15.9284983   15.9284983   15.8634443   17.1319351
  559.8595581   22.1410866   22.0880337   22.0880337   21.9524574   22.3770885
  561.8596191   35.7217331   37.8291016   37.8291016   37.1355820   33.9416542
  563.7965698   85.0465088   97.5720596   97.5720596   92.3195801   74.7295227
  565.8049316  247.2144928  288.2762146  288.2762146  257.2454529  222.4187012
  567.9143066  504.4640198  544.1097412  544.1097412  506.1809082  487.2934265
  569.9023438  628.0026245  652.2487183  652.2487183  632.5711060  616.7445679
  571.9578247  645.3702393  672.6762695  672.6762695  651.0798950  632.2988892
  573.8908081  652.2191162  678.3752441  678.3752441  658.1271973  639.3685913
  575.9561157  657.4011230  682.8247070  682.8247070  664.7841797  643.4268188
  577.9491577  662.6264648  693.3837280  693.3837280  670.3252563  646.4650879
  580.0197144  665.7324219  697.9317017  697.9317017  673.4190674  649.0548096
  582.2195435  673.0863037  704.2046509  704.2046509  681.4870605  656.3548584
  584.2234497  676.2796021  707.7449341  707.7449341  684.1227417  660.0393677
  586.2771606  674.0057983  705.1577759  705.1577759  682.3012085  657.5430298
  588.2653809  670.5570679  703.0686646  703.0686646  678.8950195  653.5028687
  590.2968750  671.2370605  703.2520142  703.2520142  678.9441528  654.7070312
  592.3088379  677.2342529  707.4243774  707.4243774  684.9797363  661.3225708
  594.2268677  679.9732666  710.2302856  710.2302856  687.4205322  664.3657837
  596.2266235  680.0067749  709.7039185  709.7039185  687.1604004  664.7852783
  598.1834717  681.2193604  709.7713013  709.7713013  688.6203003  666.1090698
  600.2528687  684.5755615  713.8790894  713.8790894  692.0035400  669.1637573
  602.3174438  687.6009521  717.6293335  717.6293335  694.4152222  672.4761963
  604.2606812  689.5879517  718.2098999  718.2098999  696.2897339  675.1159668
  606.1882935  690.6406860  718.9169312  718.9169312  697.9667969  675.8313599
  608.1287231  689.5784912  718.9002075  718.9002075  696.3498535  674.7604980
  610.0828857  690.6546021  718.5581665  718.5581665  696.9567871  676.5344238
  612.0341187  695.6213379  722.7654419  722.7654419  702.6492920  681.1425171
  614.0361938  700.7235107  729.8196411  729.8196411  707.2971191  685.9732056
  615.9843140  702.7644043  731.3348999  731.3348999  708.7131348  688.7054443
  618.0790405  705.8214111  733.0571899  733.0571899  712.6494141  691.5604248
  619.9893799  705.3709717  733.5165405  733.5165405  712.1408691  690.8542480
  621.9766235  705.3781128  733.1005249  733.1005249  711.8574219  691.1686401
  623.9580078  706.6921387  734.5417480  734.5417480  713.8485107  691.8690796
  625.9059448  707.9998779  737.7815552  737.7815552  714.4262085  693.0875244
  627.9645386  710.1851196  738.2224731  738.2224731  716.0984497  696.2409058
  630.0196533  712.9017944  739.2935181  739.2935181  719.8742676  698.7227173
  631.9425659  714.3909912  742.7992554  742.7992554  720.9129028  699.8960571
  634.0537720  714.7769775  742.5670776  742.5670776  720.4622803  701.0729980
  636.1727295  716.5543823  742.5375366  742.5375366  723.1481934  702.7171631
  638.1513062  719.4420776  746.8918457  746.8918457  726.1336060  705.0667114
  640.1795044  719.6677246  747.5878296  747.5878296  725.8330078  705.5524292
