  669.7604370    0.4120363    0.3529481    0.3529481    0.4044297    0.4452673
  671.8748169    0.5800660    0.5154059    0.5154059    0.5567575    0.6285762
  673.8595581   16.4134407   16.5340900   16.5340900   16.6202984   16.2203674
  676.0808716    0.6643177    0.5535231    0.5535231    0.6060114    0.7596130
  677.8123169    0.9668528    0.8204187    0.8204187    0.8755802    1.1020879
  679.9210205    1.1900848    1.0086095    1.0086095    1.0554554    1.3737384
  681.9297485    1.4176052    1.1967027    1.1967027    1.2459164    1.6436498
  684.0103760    1.7163527    1.4440712    1.4440712    1.4995663    1.9932994
  685.9635010    2.1068490    1.8238859    1.8238859    1.8525114    2.4164236
  687.9603271    2.7318795    2.4716241    2.4716241    2.4586103    3.0503869
  690.0357666    3.6167195    3.4498055    3.4498055    3.3598428    3.8954434
  691.9686890    4.7952099    4.9240708    4.9240708    4.6245403    4.9078093
  693.9695435    6.6627994    7.6593437    7.6593437    6.7662020    6.2396069
  695.9967041   10.4937391   14.3243685   14.3243685   11.4232388    8.3447657
  697.9913330   19.9311390   32.5530853   32.5530853   23.0513668   12.7175179
  700.0476074   42.1236725   77.6928558   77.6928558   49.8793564   22.5261745
  701.9607544   88.6859055  171.0229950  171.0229950  104.9198074   45.0377159
  703.9635620  166.3968506  312.4442749  312.4442749  195.7803650   89.3480225
  706.0202637  276.7594910  483.8590393  483.8590393  323.5566711  164.9635468
  707.9399414  404.6856995  635.8534546  635.8534546  467.2305908  274.1320496
  709.9008789  530.8754272  732.4990234  732.4990234  597.8093262  409.4267883
  711.9219360  635.2860107  774.8595581  774.8595581  691.1851196  544.4945068
  713.8202515  707.3947144  790.1420898  790.1420898  743.8681641  650.8912354
  715.9194336  750.5702515  802.6463013  802.6463013  770.4855347  717.1978149
  717.7469482  765.9354858  809.3649902  809.3649902  778.2952271  741.4401855
  719.7810669  770.2312622  815.1089478  815.1089478  782.4473267  745.6047363
  721.7974854  772.5180054  818.3532104  818.3532104  786.6573486  746.2559814
  723.7740479  773.3675537  816.1737671  816.1737671  787.7522583  747.8690796
  725.7005005  780.3902588  819.0793457  819.0793457  792.8432007  757.6162109
  727.7916260  788.2720947  824.4435425  824.4435425  798.5334473  768.0753174
