  334.1930542   10.0275078   10.2433920   10.2433920   10.4552622    9.4772110
  345.9439697   28.1294384   27.0725098   27.0725098   29.1959000   27.5384312
  360.6302185   84.8150177   82.2271194   82.2271194   87.5177765   83.6230774
  376.5140991  196.6425629  195.7027435  195.7027435  202.7031403  192.2685852
  390.9165649  287.3324280  291.3572083  291.3572083  295.0376282  279.4737244
  406.0741272  360.4812317  367.0872498  367.0872498  367.8800049  351.6829529
  421.0898743  425.0786133  432.8723450  432.8723450  431.4244080  416.7520142
  436.4066162  480.3222351  490.4111633  490.4111633  486.4216919  471.8143921
  449.8747559  525.9404907  540.1475220  540.1475220  532.4909668  516.0998535
  464.3603210  561.4795532  580.9628296  580.9628296  568.6357422  549.5264282
  480.5468140  589.1921387  613.2710571  613.2710571  596.7054443  575.3584595
  495.6015320  610.0028076  637.4937134  637.4937134  617.4168091  594.9859009
  509.5086975  629.8248291  659.1586304  659.1586304  636.8113403  614.4215088
  524.9686890  651.5734253  681.4855347  681.4855347  657.9457397  636.3958130
  539.2189331  673.6424561  703.1615601  703.1615601  679.3721313  659.1002197
  554.3555298  692.3482666  723.0060425  723.0060425  701.1805420  674.9271240
  571.2413940  709.2137451  738.8733521  738.8733521  717.6885986  692.4611816
  584.9063110  727.6397095  756.5139160  756.5139160  735.9110107  711.3510132
  600.5628052  741.3352051  769.5509644  769.5509644  749.4896851  725.3710327
  614.3563232  756.1704102  784.0368042  784.0368042  764.3246460  740.3004761
  629.3124390  766.8040771  794.3919067  794.3919067  774.9830322  750.9617920
  645.6283569  778.0125122  805.4208984  805.4208984  786.2643433  762.1101074
  659.0598145  785.1479492  812.2833862  812.2833862  793.4587402  769.2227173
  675.8619995  791.9963379  818.8327637  818.8327637  800.3681641  776.0566406
  689.4322510  796.0881348  822.4187012  822.4187012  804.4835815  780.2305908
  704.5850830  809.0537720  841.9499512  841.9499512  818.1907959  790.9688721
  721.0515137  807.3605957  839.1660156  839.1660156  816.3739014  789.6820679
  734.9244385  807.7487183  838.4151001  838.4151001  816.6215210  790.5100708
  749.7185669  808.4776001  837.9494019  837.9494019  817.1969604  791.7152100
  764.5179443  803.7987671  831.7844849  831.7844849  812.2298584  787.7196045
  779.6930542  806.1435547  832.7443237  832.7443237  814.3480835  790.6757812
  794.1095581  804.4586792  829.5202026  829.5202026  812.3612671  789.7149658
  810.1411743  803.6257324  827.0412598  827.0412598  811.2725220  789.6315308
  822.9244995  805.7447510  827.8612671  827.8612671  813.1030884  792.3903198
  839.8593140  813.0955811  833.9404907  833.9404907  820.1648560  800.3764038
  855.6484985  838.4511719  868.1147461  868.1147461  848.2586060  821.2784424
  870.0525513  841.3323364  869.7468262  869.7468262  850.8266602  824.8151855
  884.4526367  842.3388062  869.5862427  869.5862427  851.5806885  826.4105225
  900.9121094  843.0318604  869.2442017  869.2442017  852.0206299  827.6459351
  915.0776367  839.5084229  864.6181030  864.6181030  848.1482544  824.7502441
  929.7086182  806.8985596  829.9867554  829.9867554  814.7116699  793.4102173
  944.6347656  712.3417969  731.0144653  731.0144653  718.4038086  701.5855713
  959.7260132  712.2344360  732.1890259  732.1890259  718.4501343  700.7604370
  977.1724243  670.2454224  690.7034302  690.7034302  676.0551147  658.7381592
  989.7739258  579.5680542  599.0238647  599.0238647  584.4709473  568.9888306
 1004.9548950  456.5574951  473.5333557  473.5333557  460.4641113  447.5759583
 1019.5681763  313.0792847  326.0111389  326.0111389  316.0385742  306.2255249
 1034.5095215  175.7951202  184.5195923  184.5195923  177.7181091  171.2210541
 1048.8671875   98.0528412  103.9052124  103.9052124   99.4214172   94.9314117
 1079.7402344   36.0911636   38.7937050   38.7937050   36.7147484   34.6452065
 1094.8592529   21.9821167   23.7452869   23.7452869   22.3985653   21.0240555
